term,#messages,#instances
"cheeky",1,1
"wishi…",1,1
"@laetitialeger",1,1
"buster",1,1
"@hlthanalysis",1,1
"https://t.co/3cwk5ageta",1,1
"@brianbickell",1,1
"https://t.co/05rdj33fut",1,1
"happened!”",1,1
"#sqlfamily",1,1
"extended",1,1
"#nestedsorting",1,1
"#growthhackingwf",1,1
"#breakout",1,1
"@watsonanalytics",1,1
"@p__morgan",1,1
"chelsea",1,1
"@lifeatgoogle",1,1
"@ianhgray",1,1
"avoided",1,1
"@bruxiewaffles",1,1
"angel",1,1
"https://t.co/0dx0vg7qaq",1,1
"taekwondo",1,1
"hashes",1,1
"steve,did",1,1
"4:20pm",1,1
"sneak",1,1
"separared",1,1
"#starwars",1,1
"#handsoverthekeys",1,1
"#datastudio",1,1
"drag",1,1
"#bulgariayou",1,1
"deliv…",1,1
"conc…",1,1
"@patrick_cava",1,1
"chillin’",1,1
"woohooo",1,1
"@infobeautyaward",1,1
"blackjack",1,1
"away.”",1,1
"animations!visualizing",1,1
"https://t.co/0ku47lsyw2",1,1
"@#data17",1,1
"add-ins",1,1
"hawaii",1,1
"500b",1,1
"#wea…",1,1
"#symetra",1,1
"#octothorp",1,1
"#hongkong",1,1
"dressed",1,1
"#catalonia",1,1
"demo!…",1,1
"@wynnlasvegas",1,1
"@sudeepmrao",1,1
"@penninecarejobs",1,1
"calculation",1,1
"unlocked",1,1
"toolbags",1,1
"annujackson",1,1
"https://t.co/0pz9o4isxe",1,1
"7:45",1,1
"go.....see",1,1
"sets",1,1
"#tableau#tableautraining",1,1
"departure",1,1
"conference...won’t",1,1
"@philipjcowley",1,1
"@macys",1,1
"@ispeakanalytics",1,1
"@drsherrywoosley",1,1
"https://t.co/0szgeae79a",1,1
"tc#4",1,1
"@actbrilliant",1,1
"hear!…",1,1
"#womenwithdata…",1,1
"#persona",1,1
"enjoyment",1,1
"#imwithslalom…",1,1
"#destinationdata",1,1
"/geek",1,1
"@tableaui\'d",1,1
"conflicts",1,1
"workoutwednesday",1,1
"wars",1,1
"blur",1,1
"@dxtehsecks",1,1
"totals",1,1
"@chrispreynolds",1,1
"https://t.co/0zmkysfp8j",1,1
"goodness",1,1
"soooo",1,1
"#tableaulife…",1,1
"fanalytic…",1,1
"#php",1,1
"entertainment",1,1
"https://t.co/nniqx8sns4",1,1
"news.thank",1,1
"https://t.co/kobfoqidv1",1,1
"https://t.co/j731qotcop",1,1
"médias",1,1
"https://t.co/hnk7edqxll",1,1
"leading",1,1
"https://t.co/ernt1uyx5q",1,1
"income",1,1
"https://t.co/dgohgjkae8",1,1
"https://t.co/zlxcopvaqr",1,1
"https://t.co/c06jx5tjit",1,1
"https://t.co/y6b8soryee",1,1
"https://t.co/ahjhjte481",1,1
"https://t.co/wo6f1nyb65",1,1
"https://t.co/7vldy0hos0",1,1
"https://t.co/vcwhlnkm5i",1,1
"representative",1,1
"https://t.co/selapngoai",1,1
"https://t.co/qpibjw4w91",1,1
"price",1,1
"https://t.co/ozlczqxdt2",1,1
"https://t.co/nppozvahdp",1,1
"outlier",1,1
"https://t.co/m6twasqx7q",1,1
"nightclub",1,1
"https://t.co/kr0cxmsoz8#data_science",1,1
"miss…",1,1
"https://t.co/jc4m1zil3t",1,1
"https://t.co/hq1k76xasp",1,1
"https://t.co/gdbk33qmna",1,1
"https://t.co/eux1kovhpn",1,1
"https://t.co/dkrf89bkii",1,1
"https://t.co/znl3iey5h3",1,1
"https://t.co/c5gbysfnkk",1,1
"https://t.co/yatjoghu9a#datascience",1,1
"https://t.co/ajnzmpofnf",1,1
"https://t.co/wqxahjggra",1,1
"https://t.co/7ytdwgilsy#data",1,1
"https://t.co/veqw21a3ax",1,1
"https://t.co/4o9gou38k1",1,1
"https://t.co/tzwwawx4uy",1,1
"https://t.co/sjeb3r16fe",1,1
"https://t.co/qt6sxn0hyq",1,1
"prioritize",1,1
"pimp",1,1
"https://t.co/nrhj9szaht",1,1
"overly",1,1
"https://t.co/mar9nsqclz",1,1
"https://t.co/ktxjg0wor8&amp",1,1
"https://t.co/jf24o5twxj",1,1
"https://t.co/htuvzi32xc",1,1
"https://t.co/gf1r5cqi5w#data",1,1
"jobs",1,1
"https://t.co/exkkia2xl7",1,1
"https://t.co/dnm8g6ng2o",1,1
"https://t.co/caaji0xtzj",1,1
"https://t.co/ye04sx06by",1,1
"https://t.co/aocbr7eyxy",1,1
"https://t.co/wtqspx6mbu",1,1
"https://t.co/854ufrcbnv",1,1
"https://t.co/vgtian8iih",1,1
"savage“",1,1
"https://t.co/4tzpucv1hw",1,1
"https://t.co/u37qbzdtgu",1,1
"https://t.co/smtdiq49fk",1,1
"https://t.co/qvmlnmlisd",1,1
"problems☞",1,1
"https://t.co/p9aipyh231",1,1
"https://t.co/mce13cuywv",1,1
"north",1,1
"https://t.co/kvqujpijy5#data",1,1
"https://t.co/jieek9qoxj",1,1
"man…",1,1
"https://t.co/hxjs4k3ljy",1,1
"leicester",1,1
"https://t.co/zstq9gclni",1,1
"https://t.co/cca0w…",1,1
"https://t.co/ygppvavoyh",1,1
"https://t.co/wvuoa4ayu6",1,1
"https://t.co/8edg0aq7fw",1,1
"https://t.co/vkj3afo7p8",1,1
"savvy",1,1
"https://t.co/4yaa6wpqhb",1,1
"https://t.co/u7iflhrrns",1,1
"response",1,1
"https://t.co/sq35ainft4",1,1
"https://t.co/qxqjy…",1,1
"production",1,1
"https://t.co/pckfjj5n4l",1,1
"https://t.co/nwffnhesec",1,1
"padiglione",1,1
"https://t.co/mgutt0k8me",1,1
"noticeable",1,1
"https://t.co/kz1mz7ardf",1,1
"monday🎉",1,1
"https://t.co/jkbyxzalrm",1,1
"https://t.co/i0t40gvmyj#data",1,1
"https://t.co/gjmtnih32t",1,1
"initiativ…",1,1
"https://t.co/dtzqhuqwwg",1,1
"https://t.co/cesbinkkja",1,1
"https://t.co/ykcjgi6vul",1,1
"https://t.co/avfppvzqpu",1,1
"https://t.co/wyhnzjvhvv",1,1
"https://t.co/8hiislvgue",1,1
"https://t.co/vmhqvqt5pr",1,1
"schema",1,1
"https://t.co/58umrn3p9i",1,1
"https://t.co/uagwjpzxcl",1,1
"retouching",1,1
"https://t.co/ssgpoanoct",1,1
"https://t.co/r32wbeby4d",1,1
"https://t.co/peabbbmxen",1,1
"https://t.co/nzd8npkbog",1,1
"https://t.co/mlbspqapto",1,1
"now...https://t.co/nswbvehimz…",1,1
"https://t.co/l0naomzxjl",1,1
"libations",1,1
"https://t.co/gm5v6klmwc",1,1
"jumping",1,1
"https://t.co/f78c5ctbu4",1,1
"https://t.co/dxvsks8qjs",1,1
"https://t.co/zyxtspbcqn",1,1
"https://t.co/chmntznqit",1,1
"https://t.co/ym4jy0kmrz",1,1
"https://t.co/wzh2dowla8#data_science",1,1
"https://t.co/8otzzmwb0e",1,1
"https://t.co/5gktuxsnzvcredit",1,1
"https://t.co/uc4tx2fqka",1,1
"https://t.co/sw3uygjhqd",1,1
"https://t.co/pg8pyvnq3n",1,1
"pants",1,1
"https://t.co/mo0pgdcop0",1,1
"https://t.co/l4puyky3ps",1,1
"more:…",1,1
"https://t.co/jowlpwwhsf",1,1
"market☞",1,1
"https://t.co/fbpsbi7luf",1,1
"https://t.co/e0v3aa5od5#data",1,1
"https://t.co/ckxsfkj0cm",1,1
"https://t.co/yniaj8gsde",1,1
"https://t.co/b1m5cnwj5g",1,1
"https://t.co/x5tqjmrtpu",1,1
"https://t.co/vrow5ytoil",1,1
"scrap",1,1
"https://t.co/udfdcu9pg2",1,1
"revoking",1,1
"https://t.co/sxsga1cazm",1,1
"https://t.co/rbgrrgbl2k",1,1
"https://t.co/pitv2ipqol",1,1
"poetry",1,1
"https://t.co/oan6gfihlx",1,1
"https://t.co/msfcvs2p11",1,1
"https://t.co/l9wx9pqquq",1,1
"motion☞",1,1
"https://t.co/jqk5coeqoy",1,1
"massage",1,1
"https://t.co/ibhdndvqid#data_science",1,1
"https://t.co/gqnwihj3t1",1,1
"keeping",1,1
"https://t.co/feqfoky61n",1,1
"instruments",1,1
"https://t.co/e741vdsbzu",1,1
"hummus",1,1
"https://t.co/cnbk60ouut",1,1
"https://t.co/ypthy3vyfa",1,1
"https://t.co/b6s10myhuj",1,1
"https://t.co/x9fsgtd3ic",1,1
"https://t.co/8x9zc8iosm",1,1
"https://t.co/vugrawkdhx",1,1
"screwing",1,1
"https://t.co/5vwczqxrdt",1,1
"https://t.co/uh07mxkukv",1,1
"right?but",1,1
"https://t.co/rdp7k2i2ex#datascience",1,1
"proudly",1,1
"https://t.co/pl2zrenvu8",1,1
"pole",1,1
"https://t.co/oco6omox61",1,1
"https://t.co/mvvq3viftx",1,1
"https://t.co/ldwfafzmk9",1,1
"https://t.co/jtao7hlljm",1,1
"https://t.co/iekdzn8kpf",1,1
"https://t.co/fh6gb8gcnx",1,1
"intelligent",1,1
"https://t.co/e9tcc7nqoz",1,1
"hustle",1,1
"https://t.co/crqipo8u13",1,1
"https://t.co/ytqpgijq3k",1,1
"https://t.co/baphatkdrn",1,1
"https://t.co/98u4xsgnd6",1,1
"seasonal",1,1
"https://t.co/61n69f3j5x#data",1,1
"https://t.co/ujeye5opvu",1,1
"rising",1,1
"https://t.co/t4ynmhmmvp",1,1
"https://t.co/rgpjfiqaqn",1,1
"https://t.co/pnnkclj04s",1,1
"https://t.co/oefvaamyr4",1,1
"https://t.co/myls4wklvf",1,1
"offered",1,1
"https://t.co/lhg3uihutg",1,1
"https://t.co/jw1zdt6kd8",1,1
"matt_francis",1,1
"literacy",1,1
"https://t.co/gwwkdec2s2",1,1
"kickin",1,1
"https://t.co/fjw3gnbkky",1,1
"hypertension",1,1
"https://t.co/cuajhz8xet",1,1
"https://t.co/bdrk1uwpst",1,1
"https://t.co/xhtujqqaxf",1,1
"https://t.co/vwsn1vbnut",1,1
"https://t.co/6dibozyz1y",1,1
"https://t.co/uqduvqh7pf",1,1
"https://t.co/takhvexm87",1,1
"https://t.co/pqbjziwbrn#data_science",1,1
"porta",1,1
"https://t.co/ogh04rcdou",1,1
"patrick",1,1
"https://t.co/ljv8w12oxy",1,1
"mute",1,1
"https://t.co/jxmi7zp9fu",1,1
"https://t.co/iiir13pofd",1,1
"https://t.co/gyupoaitw8#data17",1,1
"https://t.co/ec2hesqmkz",1,1
"https://t.co/yytmlsn7zl",1,1
"https://t.co/bh5eq4j96d#data",1,1
"https://t.co/xjevfbz6tx",1,1
"https://t.co/9jv5whg5kh",1,1
"https://t.co/vzdeppv5vo",1,1
"seize",1,1
"https://t.co/6k8wrdwfvu",1,1
"https://t.co/usdx6fnrpt",1,1
"https://t.co/te01ru7pxv",1,1
"https://t.co/ronzcggcud",1,1
"puns",1,1
"https://t.co/psu1v0ckma",1,1
"post-#data17",1,1
"https://t.co/oinw9betpy",1,1
"https://t.co/n5rgkukcb6",1,1
"https://t.co/lmvlm655xp",1,1
"https://t.co/k3bmr7pvn8",1,1
"https://t.co/ikbnhekzqq",1,1
"lodsoffun",1,1
"https://t.co/h2npuo1jwe",1,1
"https://t.co/fqkr2fc4yd",1,1
"https://t.co/ef82inolfg",1,1
"https://t.co/cylbajj940",1,1
"https://t.co/z2b8reopkd",1,1
"https://t.co/bjxkzgxfi7",1,1
"https://t.co/xm70dvagpj#data17",1,1
"https://t.co/9tmct4aevw",1,1
"https://t.co/w5jbvinbia",1,1
"https://t.co/6qmjrpm5ti",1,1
"https://t.co/uvipz8459e",1,1
"roller",1,1
"rehearsals",1,1
"https://t.co/rr0up0awkc",1,1
"https://t.co/q0d3ertepb",1,1
"https://t.co/omncr1cdrk",1,1
"peers",1,1
"https://t.co/namaptsdtr",1,1
"nai…",1,1
"https://t.co/k7yqum2mv5#data17",1,1
"melts",1,1
"https://t.co/ipvqexcpos",1,1
"https://t.co/hafphicf0x",1,1
"https://t.co/fthi12dw84",1,1
"ionic",1,1
"https://t.co/eh3gvm0ypp",1,1
"illustrator☞",1,1
"https://t.co/d0i6vn08bh",1,1
"https://t.co/z9scspd04j",1,1
"https://t.co/bmynyozs2g#data",1,1
"https://t.co/xo65hewmx4",1,1
"https://t.co/uy3onx4nsy",1,1
"rookies",1,1
"https://t.co/tlbzomkuoo",1,1
"rejoining",1,1
"https://t.co/rt9qjrras5",1,1
"https://t.co/q3chhe94ju",1,1
"https://t.co/onv33a5zek",1,1
"https://t.co/ncs2bghr4j",1,1
"https://t.co/lrv70boq5u",1,1
"https://t.co/kd9o2ektgw",1,1
"merch",1,1
"https://t.co/is6t0hsaeu#data",1,1
"https://t.co/hcm3qs2nrh",1,1
"https://t.co/fvc0nfntdh",1,1
"imp…",1,1
"https://t.co/d4zszn0k59",1,1
"https://t.co/zcpu0yddup",1,1
"https://t.co/bpmiibwhmj",1,1
"https://t.co/xrln2qpwqi",1,1
"https://t.co/a5vcaxrl82",1,1
"https://t.co/wecksk42by",1,1
"https://t.co/78ksmsedhg",1,1
"https://t.co/uzhybxwhoq",1,1
"roundup",1,1
"https://t.co/3pnjhhgid8",1,1
"https://t.co/tn5kyalhw5",1,1
"reliability",1,1
"https://t.co/rwuiy2akok",1,1
"https://t.co/qalqe56zuv",1,1
"pre-registration",1,1
"https://t.co/oolcegl8ja",1,1
"personally",1,1
"https://t.co/ngdh9el5zd#datascience",1,1
"opinion",1,1
"https://t.co/luj6v3nqlx",1,1
"negate",1,1
"https://t.co/khluckf2xy…",1,1
"method",1,1
"https://t.co/iuihg4y9o2",1,1
"lovely",1,1
"https://t.co/he4q63lwfd",1,1
"https://t.co/fxzyiwei0h",1,1
"https://t.co/elkkazqbxr",1,1
"implemented",1,1
"https://t.co/daxs8rujqf#data17",1,1
"https://t.co/zft9umfp6m",1,1
"https://t.co/brxwyip3gq",1,1
"https://t.co/xv5mvygatg",1,1
"https://t.co/a8s46xxqmr",1,1
"https://t.co/wg3csy2jlj",1,1
"https://t.co/7detbic178",1,1
"https://t.co/v2pwvybw64",1,1
"https://t.co/3zpngjqiae",1,1
"https://t.co/tqgvhtxkeh",1,1
"https://t.co/rzebqnq4pn",1,1
"queda",1,1
"https://t.co/qfwcwy4ows",1,1
"https://t.co/os8dgcz0x8",1,1
"https://t.co/nipyg3d3px",1,1
"https://t.co/kjkyul2z7u",1,1
"https://t.co/iwpjkzfadz",1,1
"lt;30",1,1
"https://t.co/hi0gwojxua",1,1
"https://t.co/g0fy8xrb14",1,1
"item",1,1
"https://t.co/eoa44lmmtw",1,1
"https://t.co/dcq4hsy6x4",1,1
"https://t.co/zi5gwsa5oy",1,1
"https://t.co/bubvoopa3s",1,1
"https://t.co/xy7mwzqwxz#datascience",1,1
"https://t.co/abvohnysnu",1,1
"https://t.co/wiqhoobmwe",1,1
"https://t.co/v72ylewkg9",1,1
"https://t.co/49xgei7bk6#datascience",1,1
"https://t.co/tru83odrix#data",1,1
"https://t.co/s6infq4wnz",1,1
"https://t.co/oudn7zlugj",1,1
"https://t.co/nlscgwkawc",1,1
"https://t.co/lyixjupob2",1,1
"never...ever...party",1,1
"https://t.co/j1skp9dqet",1,1
"lt;https://t.co/sf1f9f1xlf&gt",1,1
"https://t.co/hmdx0q052u",1,1
"latam",1,1
"jackpot",1,1
"https://t.co/eqdm9rfuyc",1,1
"https://t.co/defwfhmngd",1,1
"https://t.co/zjsgr7qj0a",1,1
"https://t.co/xzqlglqrae",1,1
"https://t.co/aevwppbg8b",1,1
"https://t.co/7rphbcqejo",1,1
"https://t.co/vartokhh9c",1,1
"sabía",1,1
"https://t.co/4dboek1wir",1,1
"https://t.co/tv3brndrty",1,1
"replying",1,1
"r&amp;r",1,1
"https://t.co/qmshieh58s",1,1
"https://t.co/owpjcp9xwm",1,1
"#225",1,1
"@tableaupublic…",1,1
"congrts",1,1
"@rajeshbipro",1,1
"cleveland",1,1
"world’s",1,1
"capes",1,1
"wasn’t",1,1
"@jaxx084",1,1
"bonafide",1,1
"use…",1,1
"toys",1,1
"https://t.co/1ao0oxn01l",1,1
"teammate",1,1
"@alan_d_duncan",1,1
"after-party",1,1
"help…",1,1
"gorgeous",1,1
"sorting...finally",1,1
"#zensafterparty",1,1
"freak\'n",1,1
"sheesh",1,1
"#tableaututorialin",1,1
"fantasy",1,1
"#polishsupport",1,1
"#ironwiz",1,1
"🏃🚿🍛🎉",1,1
"#dreamteam",1,1
"#cuas2018…",1,1
"desto",1,1
"cycle",1,1
"@tanmen_sunmoon",1,1
"@rduairport",1,1
"wrangler",1,1
"@jeffstrauss18",1,1
"boolean",1,1
"vacatio…",1,1
"@ericliong",1,1
"badly@thank",1,1
"apologise",1,1
"https://t.co/1exlnuq2ae",1,1
"telling",1,1
"shirley",1,1
"#powerquery",1,1
"escalators",1,1
"#iwantitall",1,1
"🚀make",1,1
"#edugeekroadwarrior",1,1
"#data_science",1,1
"#abax",1,1
"@rmarcelozano",1,1
"cloudera",1,1
"@mdsteve589",1,1
"@jheinen02",1,1
"@ettufrazier",1,1
"bands",1,1
"transit",1,1
"https://t.co/1khdbviznv",1,1
"hide",1,1
"submission",1,1
"‘use",1,1
"shops",1,1
"#tc17eve",1,1
"#publicableau",1,1
"ethereum☞",1,1
"#job",1,1
"#ensitreffitalttarilla",1,1
"😩😩😩😩",1,1
"devices",1,1
"#adtech…",1,1
"cmcau",1,1
"@jockmackinlay",1,1
"vend…",1,1
"@eyeofthefink",1,1
"travelling",1,1
"aquarium",1,1
"https://t.co/1rb4os4fcv",1,1
"@andykeetch",1,1
"ahora",1,1
"hilarious",1,1
"gre…",1,1
"10/17",1,1
"shouted",1,1
"feed",1,1
"#qlik",1,1
"evening",1,1
"#data17...…",1,1
"diamond”",1,1
"#allfontsmatter",1,1
"@russellspangler",1,1
"coder",1,1
"@minneshelly",1,1
"@jomacm12",1,1
"brand",1,1
"triangles",1,1
"that!…",1,1
"suggesting",1,1
"“build",1,1
"greg",1,1
"speeches",1,1
"#techstack",1,1
"everyday",1,1
"dig…",1,1
"#amazingconference",1,1
"@tprice_apsdig…",1,1
"colab",1,1
"year👇",1,1
"@mohzambia",1,1
"weekend…",1,1
"@jpmorgan",1,1
"breakouts",1,1
"vids",1,1
"trinalytics",1,1
"@datachlo…",1,1
"https://t.co/21fbvqq0nt",1,1
"@artdecortique",1,1
"sunglasses",1,1
"spillover",1,1
"gained",1,1
"#data17short",1,1
"@tshasankda",1,1
"@schofe23",1,1
"@mrsleec9",1,1
"certification",1,1
"west",1,1
"vimeo",1,1
"@gaura…",1,1
"before?…",1,1
"truncks",1,1
"@datainsightpart",1,1
"https://t.co/2bf9lc9mir",1,1
"@atnewstack",1,1
"all-time",1,1
"honesty",1,1
"1h45",1,1
"similar",1,1
"filte…",1,1
"#marcomm",1,1
"easy:conquer",1,1
"#fpa",1,1
"@uca_endo",1,1
"costs",1,1
"@seatacairport",1,1
"comcasters",1,1
"broken",1,1
"beginning.data",1,1
"tuned",1,1
"@datameer",1,1
"asset",1,1
"https://t.co/2kl5cugs0g",1,1
"this/that",1,1
"@baloo_soar",1,1
"alpha",1,1
"gasping",1,1
"#ukhealthtug?150",1,1
"finance☞",1,1
"execute",1,1
"edition",1,1
"👍alrighty",1,1
"displaying",1,1
"#automation",1,1
"countdown!🎤",1,1
"@shark_reef",1,1
"whoop",1,2
"@kerauda14",1,1
"visually",1,1
"benzelock",1,1
"@datarulesme",1,1
"atlanta",1,1
"https://t.co/2pnkjjgekb",1,1
"surrounded",1,1
"about…",1,1
"stamper",1,1
"exorbitant",1,1
"#midlandstug",1,1
"#geeking",1,1
"👊📊📈📉",1,1
"#datakids",1,1
"#baystars",1,1
"deal",1,1
"@validarinc",1,1
"communities",1,1
"@netflix",1,1
"chapter",1,1
"wilderness",1,1
"vizes",1,1
"@datasciencemast",1,1
"amoureux",1,1
"how’s",1,1
"accenture",1,1
"start🤘🏻#…",1,1
"geeks…",1,1
"skokie",1,1
"#smh",1,1
"#mongodb",1,1
"elaborate",1,1
"#gmanalysts",1,1
"#datanightout…",1,1
"documents",1,1
"debrief",1,1
"@sjmaclauchlan",1,1
"@nishiokya",1,1
"@kopernikus001",1,1
"bundle",1,1
"vizzors#data17",1,1
"biffa",1,1
"https://t.co/2ydezm3whe",1,1
"@billnyefilm",1,1
"analysis!…",1,1
"account",1,1
"handwashing",1,1
"station",1,1
"flew",1,1
"#sousvizzer",1,1
"#mythbusting",1,1
"emily",1,1
"#gpu…",1,1
"donating",1,1
"#bloodyawesome",1,1
"@vizjosh",1,1
"cranked-up",1,1
"@offthechartsc",1,1
"@ladozalita",1,1
"busted..gonna",1,1
"binder",1,1
"https://t.co/3cntttw4ua",1,1
"tip🤔🤔🤔🤔#data17",1,1
"@brian_bis4fun",1,1
"analyticsvidhya",1,1
"https://t.co/05ojgtu4re",1,1
"table…",1,1
"acos",1,1
"steak",1,1
"germany…",1,1
"fluidic",1,1
"sell",1,1
"#nerdalert",1,1
"#growthhacking",1,1
"🛫✈️🛩#tc17",1,1
"#datascience…",1,1
"#breakfasttime",1,1
"definitly",1,1
"completely☞",1,1
"chef",1,1
"woman",1,1
"@lheuckendorf",1,1
"button?😢",1,1
"w.e.b",1,1
"@hughprysten",1,1
"@brucefus",1,1
"anecdote",1,1
"https://t.co/0d8baxwnp1",1,1
"tabooboo",1,1
"harrison",1,1
"snapchat",1,1
"#vizonaplane",1,1
"follement",1,1
"#startups",1,1
"extracts",1,1
"#nfldfs",1,1
"enamored",1,1
"#btw17",1,1
"delightful",1,1
"@willfletcherroc",1,1
"creepy",1,1
"@srijan…",1,1
"chill",1,1
"cédric",1,1
"black",1,1
"tomorr…",1,1
"@camillebeurrier",1,1
"https://t.co/0jvjoegppq",1,1
"so...@tableau...am",1,1
"#we_r_data_people",1,1
"football",1,1
"eyes",1,1
"#nuviknows",1,1
"end.#data17",1,1
"#hive",1,1
"dress",1,1
"#captechnation",1,1
"@worldresources…",1,1
"concquering",1,1
"chord",1,1
"word",1,1
"calculate",1,1
"bless",1,1
"@doug_laney",1,1
"https://t.co/0pmd01vd5t",1,1
"@a_ferrrr",1,1
"administration",1,1
"go!#ironviz",1,1
"software…",1,1
"#wehavefidgetspinners",1,1
"foresight",1,1
"sethjwalters",1,1
"#tableau#hivemind",1,1
"engagement",1,1
"🐦🐼🐝🐍",1,1
"drives",1,1
"#charts",1,1
"@table…",1,1
"conference!…",1,1
"@macy’s",1,1
"want.”",1,1
"unwind",1,1
"@drsharon_dill",1,1
"日刊デジタル",1,1
"answers",1,1
"https://t.co/0stab9lt1k",1,1
"95-100",1,1
"going..#data17",1,1
"formulas",1,1
"#tableaucoe",1,1
"#designthinking",1,1
"dept",1,1
"@zionnps",1,1
"@tableau’s",1,1
"conflict",1,1
"@powers_asug",1,1
"workout",1,1
"@mandalaybay…",1,1
"canad…",1,1
"warrior",1,1
"@jackofalltr8s",1,1
"uploaded",1,1
"@dvh13",1,1
"babies",1,1
"https://t.co/0yjlhswjxj",1,1
"tclive",1,1
"adventurous",1,1
"heat(map",1,1
"entertaining",1,1
"#intro…",1,1
"#digr_io",1,1
"#convention",1,1
"https://t.co/ko0xefkku0",1,1
"minneapolis",1,1
"https://t.co/j6wuerivby",1,1
"https://t.co/hnirzivngv#data",1,1
"https://t.co/g9ffhthsuz",1,1
"https://t.co/erm6uyntpb",1,1
"https://t.co/dfyymzy4vb",1,1
"https://t.co/zlvg14hgi9",1,1
"https://t.co/bzrfholxkx",1,1
"https://t.co/y69cmp5he7",1,1
"https://t.co/ahjb4asezd",1,1
"https://t.co/wo5owtpebb",1,1
"https://t.co/7vj7hxw4f3",1,1
"https://t.co/vc7u6bhc0p",1,1
"safety",1,1
"https://t.co/4imebcmlcn",1,1
"https://t.co/txgczsulq4",1,1
"represent",1,1
"https://t.co/se6h5fs3f8",1,1
"https://t.co/qoze3jkraq",1,1
"https://t.co/ozbx8seoa0",1,1
"picking",1,1
"https://t.co/npmgebqpb2",1,1
"https://t.co/m6k2d3goj8",1,1
"night.happy",1,1
"https://t.co/kqlh0rqkbi",1,1
"https://t.co/jbypvnpbx1",1,1
"https://t.co/gct0p2dsei",1,1
"jeremy!…",1,1
"indesign",1,1
"https://t.co/dkjrghoycm",1,1
"https://t.co/znk7vbf0rc#data",1,1
"https://t.co/c4icdkouhi",1,1
"https://t.co/yatbfsqdkx",1,1
"https://t.co/ajncahkc6k",1,1
"https://t.co/7yoj7spb3o",1,1
"https://t.co/vej2hgcmmk",1,1
"sanity",1,1
"https://t.co/4nthmwsuby",1,1
"https://t.co/tzw5192yrk",1,1
"https://t.co/siqpnnliaj",1,1
"ramsey",1,1
"https://t.co/qsolrxcufp",1,1
"https://t.co/p3jhiftqm6",1,1
"pill",1,2
"https://t.co/nrftxhdjzh",1,1
"overlay",1,1
"https://t.co/mahb00lxet",1,1
"https://t.co/ktnzh1bu4r",1,1
"https://t.co/jeos7ss9lm",1,1
"makeovermonday",1,1
"leding",1,1
"https://t.co/exg442yr2s",1,1
"infamous",1,1
"https://t.co/dniwizmyjz",1,1
"https://t.co/zp3krotiyt",1,1
"https://t.co/c96x5o4qdo#data_science",1,1
"https://t.co/ycqlxug9pl",1,1
"https://t.co/ao5z4okxst",1,1
"https://t.co/wtmefunt4u",1,1
"https://t.co/4tfnwx8sxx",1,1
"https://t.co/u2du4jh0ko",1,1
"https://t.co/slkq4bvftu",1,1
"https://t.co/qvhjlqwtip",1,1
"problems:…",1,1
"https://t.co/p8vpvuqhfs",1,1
"places",1,1
"https://t.co/nsqzc4j8xi",1,1
"pabl…",1,1
"https://t.co/mc3rfaoibt",1,1
"https://t.co/kvomss5zbr",1,1
"moderator",1,1
"https://t.co/jicmrpliah",1,1
"malware",1,2
"https://t.co/hx7msiihet",1,1
"legs",1,1
"https://t.co/ggyplaauql",1,1
"https://t.co/f0a42vxooq",1,1
"inform",1,1
"https://t.co/zseidpixku",1,1
"https://t.co/cbuod1b7sl",1,1
"https://t.co/ygfnbibfux",1,1
"https://t.co/apxy8rjypr",1,1
"https://t.co/8drf3nc7vy",1,1
"https://t.co/4wwqwsayiq",1,1
"https://t.co/u7hh2bxwp6",1,1
"https://t.co/sprsgiwbmv",1,1
"re-joining",1,1
"https://t.co/qxlmb9pz2f",1,1
"https://t.co/pcgakjy00j",1,1
"planned",1,1
"https://t.co/nwdnam8cdq#data",1,1
"pad(ded",1,1
"https://t.co/mgrtlipew1",1,1
"notice",1,1
"https://t.co/kyv3gbdh3o",1,1
"https://t.co/jk70tkp7jh",1,1
"https://t.co/i0ep9fv8hb",1,1
"https://t.co/gjb8ibusxl",1,1
"https://t.co/f36burpp2r",1,1
"https://t.co/dtwyiases1",1,1
"https://t.co/zwcomh5vw9",1,1
"https://t.co/ykaouiieml",1,1
"https://t.co/wxl1zn1qjt",1,1
"https://t.co/8he2ecx6us",1,1
"https://t.co/58h71fxx9x#data_science",1,1
"rethinking",1,1
"https://t.co/ss6do12pxa",1,1
"readies",1,1
"https://t.co/r2jd1xlqub",1,1
"https://t.co/pe…",1,1
"https://t.co/mkltxd2bji",1,1
"novice",1,1
"https://t.co/l0hvg8ncex",1,1
"monitors",1,1
"https://t.co/jmk4etvzuf",1,1
"mappi…",1,1
"https://t.co/i2imczntah#data_science",1,1
"https://t.co/glzjoe1oy0",1,1
"jumbotron",1,1
"https://t.co/f4ownkn9l6",1,1
"https://t.co/dxs3pbmwep",1,1
"https://t.co/zysdfqf85t",1,1
"https://t.co/cgqtvdv6h7",1,1
"https://t.co/yltga1llmg",1,1
"https://t.co/axluoeciq2",1,1
"https://t.co/wzamgzfjb3",1,1
"https://t.co/vphnazabo3#data_science",1,1
"science!☞",1,1
"https://t.co/5ghebofyvw",1,1
"https://t.co/ubwt8lpe2o",1,1
"retweets",1,1
"https://t.co/svmgjmdibh",1,1
"https://t.co/r8o6yroikd",1,1
"https://t.co/pg2pufdfkj#datascience",1,1
